"fact_id","hut_id","zanik_id","objekt","typ_objektu","kategorie","navrh_pole_katalogu","hodnota","zdroj_url","zdroj_nazev","zdroj_web","datum_zdroje","povaha_zdroje","casova_povaha","jistota","poznamka","overeno_k"
"FACT-0149","neuvedeno","neuvedeno","Pustevny – Libušín","aktivní chata","požár","historické_milniky","Libušín těžce poškodil požár v březnu 2014 a po rekonstrukci byl znovu otevřen v červnu 2020.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0150","neuvedeno","neuvedeno","Horský hotel Radegast","aktivní chata","historie","rok_vzniku","Budova vznikla v letech 1933–1935 podle článku zásluhou Františka Holčáka.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0151","neuvedeno","neuvedeno","Horský hotel Radegast","aktivní chata","kapacita","kapacita_luzek","13 pokojů a celkem 55 lůžek.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0152","HUT-0073","neuvedeno","Bezručova chata na Lysé hoře","aktivní chata","historie","historické_milniky","Původní chata byla otevřena roku 1935, vyhořela 11. března 1978 a obnovená chata byla otevřena 25. listopadu 2015.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0153","HUT-0082","neuvedeno","Horská chata Skalka","aktivní chata","historie","rok_vzniku","Postavil ji roku 1928 německý turistický spolek Beskidenverein; výstavba měla trvat tři měsíce.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0154","HUT-0082","neuvedeno","Horská chata Skalka","aktivní chata","požár","historické_milniky","Chata vyhořela 7. ledna 1998 a byla obnovena dobrovolnickým úsilím.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0155","neuvedeno","neuvedeno","Chata Velký Javorník","aktivní chata","historie","historické_milniky","První turistická chata z roku 1897 vyhořela roku 1915; současnější chata byla dokončena v srpnu 1935.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
"FACT-0156","HUT-0059","neuvedeno","Švýcárna","aktivní chata","výška","nadmorska_vyska","1304 m n. m.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-chaty-jeseniky-264151","Útulny ve stínu Pradědu: Znáte 8 tradičních horských chat v Jeseníkách?","Seznam Zprávy","2024-12-23","redakční článek","stabilní","B","","2026-07-22"
"FACT-0157","HUT-0059","neuvedeno","Švýcárna","aktivní chata","historie","rok_vzniku","Současná srubová chata byla postavena roku 1887; její předchůdce vznikl přeměnou pastevecké salaše.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-chaty-jeseniky-264151","Útulny ve stínu Pradědu: Znáte 8 tradičních horských chat v Jeseníkách?","Seznam Zprávy","2024-12-23","redakční článek","stabilní","B","","2026-07-22"
"FACT-0158","HUT-0059","neuvedeno","Švýcárna","aktivní chata","kapacita","kapacita_luzek","48 lůžek.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-chaty-jeseniky-264151","Útulny ve stínu Pradědu: Znáte 8 tradičních horských chat v Jeseníkách?","Seznam Zprávy","2024-12-23","redakční článek","stabilní","B","","2026-07-22"
"FACT-0159","HUT-0032","neuvedeno","Horská chata Smědava","aktivní chata","historie","rok_vzniku_stare_stavby","1935","https://www.seznamzpravy.cz/clanek/v-jizerskych-horach-zacala-demolice-horske-chaty-na-smedave-176576","V Jizerských horách začala demolice horské chaty na Smědavě","Seznam Zprávy","2021-10-06","agenturní zpráva ČTK","stabilní","B","","2026-07-22"
"FACT-0160","HUT-0032","neuvedeno","Horská chata Smědava","aktivní chata","zánik stavby","historické_milniky","Demolice staré chaty začala v říjnu 2021; podle zprávy měla zůstat terasa a objekt měl nahradit nový hotel.","https://www.seznamzpravy.cz/clanek/v-jizerskych-horach-zacala-demolice-horske-chaty-na-smedave-176576","V Jizerských horách začala demolice horské chaty na Smědavě","Seznam Zprávy","2021-10-06","agenturní zpráva ČTK","historický údaj; současný stav ověřit","B","Nejde automaticky o zaniklou turistickou lokalitu; stará budova byla nahrazována novým záměrem.","2026-07-22"
"FACT-0161","HUT-0047","neuvedeno","Masarykova chata na Šerlichu","aktivní chata","zdrojový tip","dalsi_zdroj","Regionální přehled Seznam Zpráv obsahuje samostatnou kapitolu o této chatě a je vhodný k následnému detailnímu vytěžení.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-orlicke-hory-268014","Kramářova či Masarykova. Znáte 7 tradičních horských chat v Orlických horách?","Seznam Zprávy","2025-01-16","redakční článek","zdrojový tip","B","","2026-07-22"
"FACT-0162","HUT-0101","neuvedeno","Klostermannova chata","aktivní chata","zdrojový tip","dalsi_zdroj","Regionální přehled Seznam Zpráv obsahuje samostatnou kapitolu o Klostermannově chatě a upozorňuje na její památkovou ochranu a rekonstrukci na přelomu tisíciletí.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-sumava-horske-chaty-265243","Poznejte šumavské legendy: 7 nejznámějších chat v horách jihozápadních Čech","Seznam Zprávy","2024-11-27","redakční článek","stabilní","B","","2026-07-22"
"FACT-0163","neuvedeno","neuvedeno","Rezervační systém KČT NOCLEH","projekt / služba","funkce webu","inspirace_pro_web","Rezervační systém KČT pracuje s mapou a s plánováním etap kolem 20–25 km.","https://casopisturista.cz/vydejte-se-na-cesty-a-nocleh-nechte-na-nas-co-nabizi-rezervacni-system-kct/","Vydejte se na cesty a nocleh nechte na nás: Co nabízí rezervační systém KČT","Časopis Turista","2024-10-06","časopis KČT","dynamické – funkce ověřit před implementací","B","","2026-07-22"
"FACT-0164","neuvedeno","neuvedeno","Rezervační systém KČT NOCLEH","projekt / služba","funkce webu","inspirace_pro_web","Uživatel může hromadně poptat noclehy na více chatách a podle článku správci odpovídají zpravidla do 48 hodin.","https://casopisturista.cz/vydejte-se-na-cesty-a-nocleh-nechte-na-nas-co-nabizi-rezervacni-system-kct/","Vydejte se na cesty a nocleh nechte na nás: Co nabízí rezervační systém KČT","Časopis Turista","2024-10-06","časopis KČT","dynamické – funkce ověřit před implementací","B","","2026-07-22"
"FACT-0165","neuvedeno","neuvedeno","Rezervační systém KČT NOCLEH","projekt / služba","funkce webu","inspirace_pro_web","Systém nabízí alternativy, když požadovaná chata nemá kapacitu; tento princip je využitelný pro plánování přechodů od chaty k chatě.","https://casopisturista.cz/vydejte-se-na-cesty-a-nocleh-nechte-na-nas-co-nabizi-rezervacni-system-kct/","Vydejte se na cesty a nocleh nechte na nás: Co nabízí rezervační systém KČT","Časopis Turista","2024-10-06","časopis KČT","dynamické – funkce ověřit před implementací","B","","2026-07-22"
