ID chaty,Chata,Země,Pohoří,Nejbližší obec / uzel,Pořadí,Výchozí bod,Typ výchozího bodu,Doprava / návaznost,Sezóna / omezení,Jistota,Zdrojové URL,Poznámka,Ověřeno k
HUT-0159,Chata pod Chlebom,Slovensko,Malá Fatra,Vrátna,2,"Vrátna, Chata Vrátna – autobusová zastávka / parkoviště",horské středisko + autobus + parkoviště + lanovka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatachleb.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0159,Chata pod Chlebom,Slovensko,Malá Fatra,Vrátna,3,"Šútovo, železniční zastávka",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatachleb.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0160,Chata na Grúni,Slovensko,Malá Fatra,Vrátna,1,"Vrátna, Starý dvor – autobusová zastávka / parkoviště",horské středisko + autobus + parkoviště,turistický autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatanagruni.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0160,Chata na Grúni,Slovensko,Malá Fatra,Vrátna,2,"Vrátna, Chata Vrátna",horské středisko + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatanagruni.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0161,Chata pod Suchým,Slovensko,Malá Fatra,Nezbudská Lúčka,1,"Nezbudská Lúčka-Strečno, železniční zastávka",vlak + turistická obec,vlak,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatapodsuchym.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0161,Chata pod Suchým,Slovensko,Malá Fatra,Nezbudská Lúčka,2,"Varín, železniční stanice",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chatapodsuchym.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0162,Chata na Kľačianskej Magure,Slovensko,Malá Fatra,Turčianske Kľačany,1,"Turčianske Kľačany, centrum / parkoviště",obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chatamartin.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0162,Chata na Kľačianskej Magure,Slovensko,Malá Fatra,Turčianske Kľačany,2,"Vrútky, železniční stanice",vlak + město,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chatamartin.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0163,Chata Vrátna,Slovensko,Malá Fatra,Terchová,1,"Vrátna, Chata Vrátna – autobusová zastávka / parkoviště",horské středisko + autobus + parkoviště,turistický autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.regionmalafatra.sk/turistika/,,2026-07-21
HUT-0164,Chata Martinské hole,Slovensko,Lúčanská Malá Fatra,Martin,1,"Martin, Stráne – konečná MHD / parkoviště",MHD + parkoviště + nástup ferraty,MHD Martin,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.regionmalafatra.sk/turistika/,,2026-07-21
HUT-0164,Chata Martinské hole,Slovensko,Lúčanská Malá Fatra,Martin,2,"Martinské hole, parkoviště",horský areál + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.regionmalafatra.sk/turistika/,,2026-07-21
HUT-0165,Chata Ferrata,Slovensko,Lúčanská Malá Fatra,Martin,1,"Martin, Stráne – konečná MHD / parkoviště",MHD + parkoviště + nástup ferraty,MHD Martin,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chataferrata.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0165,Chata Ferrata,Slovensko,Lúčanská Malá Fatra,Martin,2,"Martinské hole, parkoviště",horský areál + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chataferrata.sk/
https://www.regionmalafatra.sk/turistika/",,2026-07-21
HUT-0166,Chata pod Borišovom,Slovensko,Velká Fatra,Belá-Dulice,1,"Belá-Dulice, Jasenská dolina – parkoviště",nástup do doliny + parkoviště,autobus do Belé-Dulice,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chatapodborisovom.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0166,Chata pod Borišovom,Slovensko,Velká Fatra,Belá-Dulice,2,"Liptovské Revúce, Vyšná Revúca – autobusová zastávka",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chatapodborisovom.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0166,Chata pod Borišovom,Slovensko,Velká Fatra,Belá-Dulice,3,"Necpaly, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chatapodborisovom.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0167,Horský hotel Kráľova studňa,Slovensko,Velká Fatra,Dolný Harmanec,1,"Dolný Harmanec, Bystrická dolina – parkoviště",nástup do doliny + parkoviště,vlak / autobus do Dolného Harmance,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kralovastudna.com/
https://www.velkafatra.sk/",,2026-07-21
HUT-0167,Horský hotel Kráľova studňa,Slovensko,Velká Fatra,Dolný Harmanec,2,"Turecká, autobusová zastávka",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kralovastudna.com/
https://www.velkafatra.sk/",,2026-07-21
HUT-0168,Horský hotel Smrekovica,Slovensko,Velká Fatra,Ružomberok,1,"Ružomberok, Podsuchá – autobusová zastávka",horská autobusová zastávka,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.smrekovica.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0168,Horský hotel Smrekovica,Slovensko,Velká Fatra,Ružomberok,2,"Liptovská Osada, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.smrekovica.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0169,Útulňa Limba pod Rakytovom,Slovensko,Velká Fatra,Liptovská Osada,1,"Liptovské Revúce, Nižná Revúca – autobusová zastávka",horská obec + autobus,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0169,Útulňa Limba pod Rakytovom,Slovensko,Velká Fatra,Liptovská Osada,2,"Liptovská Osada, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0170,Chata Havranovo,Slovensko,Velká Fatra,Belá-Dulice,1,"Belá-Dulice, Jasenská dolina – parkoviště / autobusová zastávka",rekreační oblast + parkoviště + autobus,regionální autobus do Belé-Dulice,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.havranovo.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0170,Chata Havranovo,Slovensko,Velká Fatra,Belá-Dulice,2,"Belá-Dulice, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.havranovo.sk/
https://www.velkafatra.sk/",,2026-07-21
HUT-0171,Chata Lysec,Slovensko,Velká Fatra,Belá-Dulice,1,"Belá-Dulice, Jasenská dolina – parkoviště / autobusová zastávka",rekreační oblast + parkoviště + autobus,regionální autobus do Belé-Dulice,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0171,Chata Lysec,Slovensko,Velká Fatra,Belá-Dulice,2,"Belá-Dulice, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0172,Chata pod Sidorovom,Slovensko,Velká Fatra,Ružomberok,1,"Vlkolínec, parkoviště / autobusová zastávka",památková obec + parkoviště + autobus,sezónní / regionální doprava,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0172,Chata pod Sidorovom,Slovensko,Velká Fatra,Ružomberok,2,"Ružomberok, Hrabovo – autobusová zastávka / parkoviště",rekreační středisko + MHD + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0172,Chata pod Sidorovom,Slovensko,Velká Fatra,Ružomberok,3,"Malinô Brdo, horní stanice lanovky",horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.velkafatra.sk/,,2026-07-21
HUT-0173,Kláštorisko,Slovensko,Slovenský ráj,Letanovce,1,"Podlesok, centrální parkoviště / autobusová zastávka",hlavní vstup do národního parku + autobus + parkoviště,turistický autobus podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.klastorisko.eu/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0173,Kláštorisko,Slovensko,Slovenský ráj,Letanovce,2,"Čingov, centrální parkoviště",hlavní vstup do národního parku + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.klastorisko.eu/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0173,Kláštorisko,Slovensko,Slovenský ráj,Letanovce,3,"Letanovce, železniční stanice",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.klastorisko.eu/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0174,Chata Geravy,Slovensko,Slovenský ráj,Dedinky,1,"Geravy, horní stanice sedačkové lanovky",horní stanice lanovky + turistický uzel,sedačková lanovka z Dediniek,lanovka Dedinky–Geravy je sezónní; pěší přístup podle návštěvního řádu,A,"https://www.dedinky.eu/aktivity/sedackova-lanovka/
https://www.geravy.sk/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0174,Chata Geravy,Slovensko,Slovenský ráj,Dedinky,2,"Dedinky, železniční stanice / dolní stanice lanovky",vlak + obec + dolní stanice lanovky,,lanovka Dedinky–Geravy je sezónní; pěší přístup podle návštěvního řádu,A,"https://www.dedinky.eu/aktivity/sedackova-lanovka/
https://www.geravy.sk/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0174,Chata Geravy,Slovensko,Slovenský ráj,Dedinky,3,"Mlynky-Biele Vody, železniční zastávka",vlak + turistický uzel,,lanovka Dedinky–Geravy je sezónní; pěší přístup podle návštěvního řádu,A,"https://www.dedinky.eu/aktivity/sedackova-lanovka/
https://www.geravy.sk/
https://www.slovenskyraj.eu/",,2026-07-21
HUT-0175,Chata Čingov,Slovensko,Slovenský ráj,Spišské Tomášovce,1,"Čingov, centrální parkoviště / autobusová zastávka",hlavní vstup do národního parku + autobus + parkoviště,turistický autobus podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0175,Chata Čingov,Slovensko,Slovenský ráj,Spišské Tomášovce,2,"Spišské Tomášovce, železniční zastávka",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0176,Chata Piecky,Slovensko,Slovenský ráj,Hrabušice,1,"Hrabušice-Píla, parkoviště / autobusová zastávka",vstup do rokliny + parkoviště + autobus,sezónní turistický autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0176,Chata Piecky,Slovensko,Slovenský ráj,Hrabušice,2,"Podlesok, centrální parkoviště",hlavní vstup do národního parku + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0177,Chata Dedinky,Slovensko,Slovenský ráj,Dedinky,1,"Dedinky, železniční stanice / centrum",vlak + turistická obec + parkoviště,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0178,Ranč Podlesok,Slovensko,Slovenský ráj,Hrabušice,1,"Podlesok, centrální parkoviště / autobusová zastávka",hlavní vstup do národního parku + autobus + parkoviště,turistický autobus podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.slovenskyraj.eu/,,2026-07-21
HUT-0179,Chata Zbojská,Slovensko,Veporské vrchy,Pohronská Polhora,1,"Zbojská, železniční zastávka / autobusová zastávka",vlak + autobus + horský průsmyk + parkoviště,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.zbojska.sk/
https://www.horehronie.sk/",,2026-07-21
HUT-0180,Chata Burda,Slovensko,Muránska planina,Muráň,1,"Muráň, centrum / autobusová zastávka",obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.npmuranskaplanina.sk/,,2026-07-21
HUT-0180,Chata Burda,Slovensko,Muránska planina,Muráň,2,"Muránska Huta, autobusová zastávka",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.npmuranskaplanina.sk/,,2026-07-21
HUT-0181,Útulňa Nižná Kľaková,Slovensko,Muránska planina,Muráň,1,"Muráň, centrum / autobusová zastávka",obec + autobus + parkoviště,regionální autobus,útulna na delších přechodech; před cestou ověřit stav a vodu,B,https://www.npmuranskaplanina.sk/,,2026-07-21
HUT-0181,Útulňa Nižná Kľaková,Slovensko,Muránska planina,Muráň,2,"Muránska Huta, autobusová zastávka",horská obec + autobus,,útulna na delších přechodech; před cestou ověřit stav a vodu,B,https://www.npmuranskaplanina.sk/,,2026-07-21
HUT-0181,Útulňa Nižná Kľaková,Slovensko,Muránska planina,Muráň,3,"Červená Skala, železniční stanice",vlak + obec,,útulna na delších přechodech; před cestou ověřit stav a vodu,B,https://www.npmuranskaplanina.sk/,,2026-07-21
HUT-0182,Chata pod Fabovou hoľou,Slovensko,Veporské vrchy,Pohronská Polhora,1,"Zbojská, železniční zastávka / autobusová zastávka",vlak + autobus + horský průsmyk + parkoviště,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.horehronie.sk/,,2026-07-21
HUT-0182,Chata pod Fabovou hoľou,Slovensko,Veporské vrchy,Pohronská Polhora,2,"Pohronská Polhora, železniční stanice",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.horehronie.sk/,,2026-07-21
HUT-0183,Chata Janka,Slovensko,Stolické vrchy,Muránska Huta / Muránska Zdychava,1,Sedlo Javorinka na silnici II/531,horské silniční sedlo + omezené parkování,příjezd po silnici Muráň–Červená Skala; veřejné spojení je omezené,celoročně podle sněhu; před cestou ověřit přístupnost a možnost využití chaty,B,"https://kstsb.sk/2023/02/05/2-5-2-2023-predna-hora/
https://draciastopa.sk/chata-janka-kyprov/",Nejkratší běžný nástup do oblasti je ze sedla Javorinka přes Šumiackou priehybku a Severnou lúku. Značené varianty vedou také z Muránskej Huty a Muránskej Zdychavy.,2026-07-21
HUT-0183,Chata Janka,Slovensko,Stolické vrchy,Muránska Huta / Muránska Zdychava,2,"Muránska Huta, autobusová zastávka",horská obec + autobus,,celoročně podle sněhu; před cestou ověřit přístupnost a možnost využití chaty,B,"https://kstsb.sk/2023/02/05/2-5-2-2023-predna-hora/
https://draciastopa.sk/chata-janka-kyprov/",Nejkratší běžný nástup do oblasti je ze sedla Javorinka přes Šumiackou priehybku a Severnou lúku. Značené varianty vedou také z Muránskej Huty a Muránskej Zdychavy.,2026-07-21
HUT-0183,Chata Janka,Slovensko,Stolické vrchy,Muránska Huta / Muránska Zdychava,3,"Muránska Zdychava, centrum / autobusová zastávka",horská obec + autobus,,celoročně podle sněhu; před cestou ověřit přístupnost a možnost využití chaty,B,"https://kstsb.sk/2023/02/05/2-5-2-2023-predna-hora/
https://draciastopa.sk/chata-janka-kyprov/",Nejkratší běžný nástup do oblasti je ze sedla Javorinka přes Šumiackou priehybku a Severnou lúku. Značené varianty vedou také z Muránskej Huty a Muránskej Zdychavy.,2026-07-21
HUT-0184,Horský hotel Poľana,Slovensko,Poľana,Hriňová,1,"Hriňová, Bystré-Vrátka – parkoviště",nástup do hor + parkoviště,autobus do Hriňové,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.hotelpolana.sk/,,2026-07-21
HUT-0184,Horský hotel Poľana,Slovensko,Poľana,Hriňová,2,"Hriňová, autobusové nádraží",město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.hotelpolana.sk/,,2026-07-21
HUT-0184,Horský hotel Poľana,Slovensko,Poľana,Hriňová,3,"Detva, železniční stanice",vlak + návazný autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.hotelpolana.sk/,,2026-07-21
HUT-0185,Chata pod Hrbom,Slovensko,Veporské vrchy,Ľubietová,1,"Ľubietová, centrum / autobusová zastávka",obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.horehronie.sk/,,2026-07-21
HUT-0186,Chata Lajoška,Slovensko,Volovské vrchy,Košice,1,"Jahodná, autobusová zastávka / parkoviště",horské středisko + autobus + parkoviště,MHD / regionální autobus z Košic,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.lajoska.sk/,,2026-07-21
HUT-0186,Chata Lajoška,Slovensko,Volovské vrchy,Košice,2,"Košice-Bankov, autobusová zastávka",výletní místo + MHD,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.lajoska.sk/,,2026-07-21
HUT-0187,Chata Erika,Slovensko,Volovské vrchy,Zlatá Idka,1,"Zlatá Idka, konečná autobusová zastávka / parkoviště",horská obec + autobus + parkoviště,regionální autobus; oficiální web chaty jej označuje jako nejkratší a nejfrekventovanější nástup,"celoročně podle podmínek; ze Zlatej Idky přibližně 5,5 km a 2 hodiny",A,"https://www.chataerika.sk/vychodiska-pristupove-turisticky-znackovane-chodniky-ku-chate-erika
https://www.chataerika.sk/",Zlatá Idka je přímo na webu chaty uvedena jako nejkratší a nejvíce frekventovaný výstup díky výhodnému autobusovému spojení.,2026-07-21
HUT-0187,Chata Erika,Slovensko,Volovské vrchy,Zlatá Idka,2,"Prakovce, železniční zastávka",vlak + obec,,"celoročně podle podmínek; ze Zlatej Idky přibližně 5,5 km a 2 hodiny",A,"https://www.chataerika.sk/vychodiska-pristupove-turisticky-znackovane-chodniky-ku-chate-erika
https://www.chataerika.sk/",Zlatá Idka je přímo na webu chaty uvedena jako nejkratší a nejvíce frekventovaný výstup díky výhodnému autobusovému spojení.,2026-07-21
HUT-0187,Chata Erika,Slovensko,Volovské vrchy,Zlatá Idka,3,"Gelnica zastávka, železniční zastávka",vlak,,"celoročně podle podmínek; ze Zlatej Idky přibližně 5,5 km a 2 hodiny",A,"https://www.chataerika.sk/vychodiska-pristupove-turisticky-znackovane-chodniky-ku-chate-erika
https://www.chataerika.sk/",Zlatá Idka je přímo na webu chaty uvedena jako nejkratší a nejvíce frekventovaný výstup díky výhodnému autobusovému spojení.,2026-07-21
HUT-0188,Chata Hrešná,Slovensko,Čierna hora,Kavečany,1,"Košice-Kavečany, zastávka Kavečany cintorín",konečná / zastávka MHD + naučná stezka,"MHD Košice, linka 29",celoročně; provoz občerstvení a sezónní dopravy ověřit před cestou,A,"https://chatahresna.sk/
https://chatahresna.sk/aktivity/
https://www.keturist.sk/info/horske-chaty-a-utulne/chata-hresna/","Oficiální naučná stezka Kavečany–Hrešná začíná u zastávky Kavečany cintorín a měří přibližně 2,2 km. Alternativní delší přístupy vedou z Čermeľa a Alpinky.",2026-07-21
HUT-0188,Chata Hrešná,Slovensko,Čierna hora,Kavečany,2,"Čermeľ, rekreační středisko / zastávka MHD",MHD + rekreační středisko,,celoročně; provoz občerstvení a sezónní dopravy ověřit před cestou,A,"https://chatahresna.sk/
https://chatahresna.sk/aktivity/
https://www.keturist.sk/info/horske-chaty-a-utulne/chata-hresna/","Oficiální naučná stezka Kavečany–Hrešná začíná u zastávky Kavečany cintorín a měří přibližně 2,2 km. Alternativní delší přístupy vedou z Čermeľa a Alpinky.",2026-07-21
HUT-0188,Chata Hrešná,Slovensko,Čierna hora,Kavečany,3,"Alpinka, rekreační středisko / zastávka dětské železnice",rekreační středisko + sezónní železnice / autobus,,celoročně; provoz občerstvení a sezónní dopravy ověřit před cestou,A,"https://chatahresna.sk/
https://chatahresna.sk/aktivity/
https://www.keturist.sk/info/horske-chaty-a-utulne/chata-hresna/","Oficiální naučná stezka Kavečany–Hrešná začíná u zastávky Kavečany cintorín a měří přibližně 2,2 km. Alternativní delší přístupy vedou z Čermeľa a Alpinky.",2026-07-21
HUT-0189,Chata Volovec,Slovensko,Volovské vrchy,Rožňava,1,"Čučma, centrum / autobusová zastávka",horská obec + autobus + parkoviště,regionální autobus z Rožňavy,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.outdooractive.com/en/route/hiking-trail/slovenske-rudohorie/hidden-mountain-of-roznava-the-pozsallo/800276443/
https://app.hzs.sk/",,2026-07-21
HUT-0189,Chata Volovec,Slovensko,Volovské vrchy,Rožňava,2,"Rožňava, autobusové nádraží",město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.outdooractive.com/en/route/hiking-trail/slovenske-rudohorie/hidden-mountain-of-roznava-the-pozsallo/800276443/
https://app.hzs.sk/",,2026-07-21
HUT-0190,Chata Čergov,Slovensko,Čergov,Hertník,1,"Hertník, Majdan – parkoviště / autobusová zastávka",nástup do doliny + parkoviště + autobus,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.chatacergov.sk/,,2026-07-21
HUT-0190,Chata Čergov,Slovensko,Čergov,Hertník,2,"Čergov, sedlo – turistický rozcestník",hřebenový turistický uzel,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.chatacergov.sk/,,2026-07-21
HUT-0191,Chata Lysá,Slovensko,Čergov,Drienica,1,"Drienica, ski areál – parkoviště / dolní stanice lanovky",horské středisko + parkoviště + lanovka,lanovka podle sezóny,"lanovka Drienica–Lysá je v letní sezóně 2026 plánována o víkendech 9:00–16:30 do 31. 8. 2026; provoz závisí na počasí, před cestou ověřit",A,"https://www.skilysa.sk/otvaracie-hodiny/
https://www.lanovky.sk/sk/lanovka/drienica-lysa/prevadzka","Hlavní pěší nástup je ze střediska Drienica; horní stanice sedačkové lanovky výrazně zkracuje přístup, pouze je-li lanovka v provozu.",2026-07-21
HUT-0191,Chata Lysá,Slovensko,Čergov,Drienica,2,"Lysá, horní stanice lanovky",horní stanice lanovky,,"lanovka Drienica–Lysá je v letní sezóně 2026 plánována o víkendech 9:00–16:30 do 31. 8. 2026; provoz závisí na počasí, před cestou ověřit",A,"https://www.skilysa.sk/otvaracie-hodiny/
https://www.lanovky.sk/sk/lanovka/drienica-lysa/prevadzka","Hlavní pěší nástup je ze střediska Drienica; horní stanice sedačkové lanovky výrazně zkracuje přístup, pouze je-li lanovka v provozu.",2026-07-21
HUT-0192,Chata Morské oko,Slovensko,Vihorlatské vrchy,Remetské Hámre,1,"Morské oko, centrální parkoviště",parkoviště u chráněného území,autobus do Remetských Hámrů,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.kosiceregion.com/,,2026-07-21
HUT-0192,Chata Morské oko,Slovensko,Vihorlatské vrchy,Remetské Hámre,2,"Remetské Hámre, autobusová zastávka",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.kosiceregion.com/,,2026-07-21
HUT-0193,Útulňa pod Sninským kameňom,Slovensko,Vihorlatské vrchy,Zemplínske Hámre,1,"Zemplínske Hámre, Sninské rybníky – parkoviště",rekreační oblast + parkoviště,autobus do Zemplínských Hámrů,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.kosiceregion.com/,,2026-07-21
HUT-0193,Útulňa pod Sninským kameňom,Slovensko,Vihorlatské vrchy,Zemplínske Hámre,2,"Morské oko, centrální parkoviště",parkoviště u chráněného území,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.kosiceregion.com/,,2026-07-21
HUT-0193,Útulňa pod Sninským kameňom,Slovensko,Vihorlatské vrchy,Zemplínske Hámre,3,"Snina, železniční stanice",vlak + město,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.kosiceregion.com/,,2026-07-21
HUT-0194,Útulňa Kremenec,Slovensko,Bukovské vrchy,Nová Sedlica,1,"Nová Sedlica, konečná autobusu / parkoviště",nejvýchodnější turistická obec + autobus + parkoviště,regionální autobus,"odlehlá oblast; ověřit stav cest, počasí a pravidla NP Poloniny",A,https://www.nppoloniny.sk/,,2026-07-21
HUT-0194,Útulňa Kremenec,Slovensko,Bukovské vrchy,Nová Sedlica,2,"Stakčín, železniční stanice",vlak + návazný autobus,,"odlehlá oblast; ověřit stav cest, počasí a pravidla NP Poloniny",A,https://www.nppoloniny.sk/,,2026-07-21
HUT-0195,Útulňa pod Kýčerou,Slovensko,Bukovské vrchy,Nová Sedlica,1,"Nová Sedlica, konečná autobusu / parkoviště",nejvýchodnější turistická obec + autobus + parkoviště,regionální autobus,"odlehlá oblast; ověřit stav cest, počasí a pravidla NP Poloniny",A,https://www.nppoloniny.sk/,,2026-07-21
HUT-0195,Útulňa pod Kýčerou,Slovensko,Bukovské vrchy,Nová Sedlica,2,"Stakčín, železniční stanice",vlak + návazný autobus,,"odlehlá oblast; ověřit stav cest, počasí a pravidla NP Poloniny",A,https://www.nppoloniny.sk/,,2026-07-21
HUT-0196,Zádielska chata,Slovensko,Slovenský kras,Zádiel,1,"Zádiel, vstup do tiesňavy – parkoviště / autobusová zastávka",vstup do soutěsky + parkoviště + autobus,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.zadiel.sk/
https://turisticky.sk/turistika/zadielska-dolina/",,2026-07-21
HUT-0197,Chata Hrádok,Slovensko,Slovenský kras,Jelšava,1,"Gočaltovo, Hrádok – autobusová zastávka",autobusová zastávka v horském sedle / rekreační oblasti,regionální autobus; pěšky k areálu Hrádok,celoročně; parkování u jeskyně a její provoz jsou sezónně regulovány,B,"https://www.ssj.sk/sk/jaskyna/12-ochtinska-aragonitova-jaskyna
https://www.obecochtina.sk/obec/turizmus/jaskyna-ochtina/
https://www.slovensky-kras.eu/info/strediska-a-centra/obec-ochtina/","Chata a areál Hrádok leží u silnice mezi Jelšavou a Štítnikem. Nejbližší veřejný nástup je zastávka Gočaltovo, Hrádok; pěší varianta z Ochtiné vede po modré značce směrem k jeskyni.",2026-07-21
HUT-0197,Chata Hrádok,Slovensko,Slovenský kras,Jelšava,2,"Ochtinská aragonitová jaskyňa, parkoviště",turistické parkoviště,,celoročně; parkování u jeskyně a její provoz jsou sezónně regulovány,B,"https://www.ssj.sk/sk/jaskyna/12-ochtinska-aragonitova-jaskyna
https://www.obecochtina.sk/obec/turizmus/jaskyna-ochtina/
https://www.slovensky-kras.eu/info/strediska-a-centra/obec-ochtina/","Chata a areál Hrádok leží u silnice mezi Jelšavou a Štítnikem. Nejbližší veřejný nástup je zastávka Gočaltovo, Hrádok; pěší varianta z Ochtiné vede po modré značce směrem k jeskyni.",2026-07-21
HUT-0197,Chata Hrádok,Slovensko,Slovenský kras,Jelšava,3,"Ochtiná, centrum / autobusová zastávka",obec + autobus + značená trasa,,celoročně; parkování u jeskyně a její provoz jsou sezónně regulovány,B,"https://www.ssj.sk/sk/jaskyna/12-ochtinska-aragonitova-jaskyna
https://www.obecochtina.sk/obec/turizmus/jaskyna-ochtina/
https://www.slovensky-kras.eu/info/strediska-a-centra/obec-ochtina/","Chata a areál Hrádok leží u silnice mezi Jelšavou a Štítnikem. Nejbližší veřejný nástup je zastávka Gočaltovo, Hrádok; pěší varianta z Ochtiné vede po modré značce směrem k jeskyni.",2026-07-21
